name	bin length	GC%	# contigs	# features	revised_tax	Genbank Accession	Biosample Accession	Other Accession	scg	completeness	contamination
Candidatus_Zambryskibacteria_bacterium_RIFCSPLOWO2_02_FULL_51_21	482730	51.52	2	593	Zambryskibacteria	MHWQ00000000	SAMN04316097	None	38	0.8837	0.0
Candidatus_Daviesbacteria_bacterium_RIFCSPLOWO2_02_FULL_36_8	460279	34.63	51	563	Daviesbacteria	MFDU00000000	SAMN04316101	None	33	0.7674	0.0
Candidatus_Roizmanbacteria_bacterium_RIFCSPLOWO2_02_FULL_38_10	743041	37.2	54	823	Roizmanbacteria	MGAY00000000	SAMN04316103	None	35	0.814	0.0
Candidatus_Daviesbacteria_bacterium_RIFCSPLOWO2_02_FULL_39_13	1267267	38.88	17	1375	Daviesbacteria	MFDX00000000	SAMN04316104	None	39	0.907	0.0
Candidatus_Curtissbacteria_bacterium_RIFCSPLOWO2_02_FULL_40_11	938315	38.93	45	1128	Curtissbacteria	MFBV00000000	SAMN04316105	None	43	1.0	0.0
Candidatus_Levybacteria_bacterium_RIFCSPLOWO2_02_FULL_40_18	851565	40.03	11	960	Levybacteria	MFPF00000000	SAMN04316106	None	42	0.9767	0.0
Candidatus_Peregrinibacteria_bacterium_RIFCSPLOWO2_02_FULL_48_14	826567	47.42	75	952	Peregrinibacteria	MFXD00000000	SAMN04316111	None	36	0.8372	0.0
Candidatus_Uhrbacteria_bacterium_RIFCSPLOWO2_02_FULL_54_37	702475	54.26	67	792	Uhrbacteria	MGEU00000000	SAMN04316124	None	33	0.7674	0.0
Candidatus_Yanofskybacteria_bacterium_RIFCSPHIGHO2_02_FULL_41_11	1272921	41.18	70	1412	Yanofskybacteria	MGJP00000000	SAMN04316134	None	39	0.907	0.0233
Candidatus_Yanofskybacteria_bacterium_RIFCSPHIGHO2_02_FULL_43_22	856003	42.96	46	900	Yanofskybacteria	MGJV00000000	SAMN04316135	None	38	0.8837	0.0465
Candidatus_Doudnabacteria_bacterium_RIFCSPHIGHO2_02_FULL_46_11	862074	45.89	38	982	Doudnabacteria	MFES00000000	SAMN04316136	None	39	0.907	0.0
Candidatus_Ryanbacteria_bacterium_RIFCSPHIGHO2_02_FULL_45_13b	840755	44.65	29	932	Ryanbacteria	MHNN00000000	SAMN04316142	None	39	0.907	0.0233
Candidatus_Ryanbacteria_bacterium_RIFCSPHIGHO2_02_FULL_45_17b	836986	44.55	15	935	Ryanbacteria	MHNO00000000	SAMN04316143	None	40	0.9302	0.0
Candidatus_Giovannonibacteria_bacterium_RIFCSPHIGHO2_02_FULL_46_20	654713	45.71	41	703	Giovannonibacteria	MFHQ00000000	SAMN04316144	None	37	0.8605	0.0
Candidatus_Sungbacteria_bacterium_RIFCSPHIGHO2_02_FULL_52_23	695015	52.35	51	797	Sungbacteria	MHQM00000000	SAMN04316146	None	37	0.8605	0.0
Candidatus_Buchananbacteria_bacterium_RIFCSPHIGHO2_02_FULL_56_16	1056120	55.49	39	1054	Buchananbacteria	MHIL00000000	SAMN04316147	None	40	0.9302	0.0
Candidatus_Pacebacteria_bacterium_RIFCSPHIGHO2_02_FULL_46_9	715319	45.97	50	884	Pacebacteria	MFWS00000000	SAMN04316148	None	36	0.8372	0.0
Candidatus_Nomurabacteria_bacterium_RIFCSPHIGHO2_02_FULL_38_15	443909	37.75	27	521	Nomurabacteria	MFUC00000000	SAMN04316149	None	36	0.8372	0.0
Candidatus_Buchananbacteria_bacterium_RIFCSPHIGHO2_02_FULL_38_8	773774	38.07	71	875	Buchananbacteria	MHIH00000000	SAMN04316150	None	35	0.814	0.0
Candidatus_Moranbacteria_bacterium_RIFCSPHIGHO2_02_FULL_40_12b	940613	39.7	46	1064	Moranbacteria	MFRX00000000	SAMN04316151	None	40	0.9302	0.0
Candidatus_Magasanikbacteria_bacterium_RIFCSPHIGHO2_02_FULL_47_14	870492	46.99	58	901	Magasanikbacteria	MFQB00000000	SAMN04316154	None	37	0.8605	0.0
Candidatus_Wildermuthbacteria_bacterium_RIFCSPHIGHO2_02_FULL_48_16	432037	47.93	31	527	Wildermuthbacteria	MHTY00000000	SAMN04316156	None	36	0.8372	0.0
Candidatus_Moranbacteria_bacterium_RBG_13_45_13	1162087	44.11	40	1182	Moranbacteria	MFRT00000000	SAMN04316164	None	36	0.8372	0.0465
Candidatus_Peribacteria_bacterium_RIFOXYC2_FULL_58_10	1241233	57.53	48	1207	PER-ii	MFYP00000000	SAMN04316179	None	41	0.9535	0.0
Candidatus_Magasanikbacteria_bacterium_RIFOXYC2_FULL_42_28	1146634	41.86	10	1085	Magasanikbacteria	MFQZ00000000	SAMN04316181	None	42	0.9767	0.0
Candidatus_Komeilibacteria_bacterium_RIFOXYC2_FULL_45_12	959512	45.0	47	914	Komeilibacteria	MHKR00000000	SAMN04316183	None	42	0.9767	0.0
candidate_division_WWE3_bacterium_RIFOXYD1_FULL_43_17	863201	42.39	59	895	WWE3	MEWJ00000000	SAMN04316189	None	39	0.907	0.0
Candidatus_Doudnabacteria_bacterium_RIFCSPHIGHO2_01_52_17	678833	52.16	76	818	Doudnabacteria	MFEG00000000	SAMN04316194	None	34	0.7907	0.0
Candidatus_Peribacteria_bacterium_RIFOXYC2_FULL_58_32	1248112	58.48	1	1102	PER-ii	CP013064	SAMN04316205	None	42	0.9767	0.0
Candidatus_Roizmanbacteria_bacterium_RIFOXYC1_FULL_38_14	1216967	37.33	1	1201	Roizmanbacteria	MGBN00000000	SAMN04316209	None	39	0.907	0.0
candidate_division_Kazan_bacterium_RIFCSPHIGHO2_01_FULL_44_14	699981	45.58	1	677	Kazan	METB00000000	SAMN04316212	None	42	0.9767	0.0
candidate_division_WWE3_bacterium_RIFOXYA1_FULL_40_11	897158	40.36	1	948	WWE3	MEVO00000000	SAMN04316226	None	37	0.8605	0.0
Candidatus_Collierbacteria_bacterium_RIFOXYA2_FULL_46_20	1089434	44.95	1	1186	Collierbacteria	MFAL00000000	SAMN04316232	None	38	0.8837	0.0
OD1_GWC2_34_28	752630	34.78	1	739	Campbellbacteria	None	SAMN03319287	None	43	1.0	0.0
GWE1_Berkelbacteria_39_12	915059	39.01	1	1038	Berkelbacteria	None	SAMN03319457	None	39	0.907	0.0
GWB1_SUB10_ACD81	984447	46.72	1	1077	Wolfebacteria	None	SAMN03319901	None	42	0.9767	0.0233
GWC1_OP11_49_16_COMPLETE	1049888	48.92	1	1164	Beckwithbacteria	None	SAMN03319974	None	40	0.9302	0.0
GWA1_Kazan_50_15_curated	602646	51.83	1	594	Kazan	None	SAMN03319988	None	42	0.9767	0.0
GWF1_OP11_31_35_complete	819458	30.76	1	951	Woesebacteria	None	SAMN03319246	None	39	0.907	0.0
OP11_3	853053	35.99	1	902	Pacebacteria	None	SAMN03319330	None	40	0.9302	0.0
CSP1-7_WWE3	572141	53.56	7	668	WWE3	None	None	https://doi.org/10.5281/zenodo.3840639	37	0.8605	0.0
DOLJORAL78_BD1-5_24_7	1064704	23.67	63	1051	Gracilibacteria	None	SAMN07757435	None	38	0.8837	0.0233
AR_2015_1-01_Candidatus_Saccharibacteria_43_7_curated	803985	43.16	66	916	Saccharibacteria	None	None	https://doi.org/10.5281/zenodo.3840639	40	0.9302	0.0
AR_2015_1-01_Moranbacteria_47_6_curated	830924	46.48	188	994	Moranbacteria	None	None	https://doi.org/10.5281/zenodo.3840639	38	0.8837	0.0233
AR_2015_1-01_Woesebacteria_45_6_curated	584834	44.45	125	774	Woesebacteria	None	None	https://doi.org/10.5281/zenodo.3840639	33	0.7674	0.0
AR_2015_1-01_BD1-5_23_19_curated	1618361	23.49	83	1545	Gracilibacteria	None	None	https://doi.org/10.5281/zenodo.3840639	41	0.9535	0.0
CG1_02_SUB10_Gracilibacteria_GN02_38_174_curated	989898	37.84	72	1594	Gracilibacteria	None	SAMN04328243	None	42	0.9767	0.0
CG1_02_FULL_Falkowbacteria_OD1_37_21_curated	696515	37.46	32	722	Falkowbacteria	None	SAMN04328182	None	40	0.9302	0.0
CG1_02_FULL_Parcubacteria_OD1_37_51_curated	830170	36.6	88	912	Komeilibacteria	None	SAMN04328184	None	41	0.9535	0.0
CG1_02_FULL_Parcubacteria_OD1_39_15_curated	555297	39.48	48	652	Nealsonbacteria	None	SAMN04328187	None	40	0.9302	0.0
CG1_02_FULL_Parcubacteria_OD1_40_25_curated	651023	39.51	54	758	Portnoybacteria	None	SAMN04328189	None	36	0.8372	0.0
CG1_02_FULL_Falkowbacteria_OD1_41_21_curated	635779	40.64	61	722	Falkowbacteria	None	SAMN04328191	None	40	0.9302	0.0
CG1_02_FULL_Parcubacteria_OD1_41_26_curated	759879	41.37	87	929	Gribaldobacteria	None	SAMN04328192	None	38	0.8837	0.0
CG1_02_FULL_Parcubacteria_OD1_42_13_curated	400823	42.33	47	469	Colwellbacteria	None	SAMN04328195	None	36	0.8372	0.0
CG1_02_FULL_Berkelbacteria_42_45_curated	581518	42.03	61	657	Berkelbacteria	None	SAMN04328196	None	40	0.9302	0.0
CG1_02_FULL_Peregrinibacteria_PER_54_53_curated	1368207	54.15	42	1454	PER-ii	None	SAMN04328202	None	42	0.9767	0.0233
CG1_02_FULL_Peregrinibacteria_PER_41_10_curated	445770	40.76	51	454	Peregrinibacteria	None	SAMN04328234	None	36	0.8372	0.0
CG1_02_FULL_Nomurabacteria_OD1_43_90_curated	681623	43.0	22	783	Yonathbacteria	None	SAMN04328233	None	43	1.0	0.0
CG1_02_FULL_CPR_36_77_curated	963284	35.77	7	1041	Pacebacteria	None	None	https://doi.org/10.5281/zenodo.3840639	40	0.9302	0.0
CG2_30_FULL_Parcubacteria_OD1_36_21_curated	373873	36.24	35	404	Gribaldobacteria	None	SAMN04328263	None	39	0.907	0.0
CG2_30_FULL_Gracilibacteria_GN02_37_12_curated	946456	37.29	134	1590	Gracilibacteria	None	SAMN04328266	None	41	0.9535	0.0
CG2_30_FULL_Levybacteria_OP11_37_29_curated	1004144	36.12	10	1051	Levybacteria	None	SAMN04328268	None	39	0.907	0.0
CG2_30_FULL_CPR_38_39_curated	986416	38.13	73	1906	Absconditabacteria	None	None	https://doi.org/10.5281/zenodo.3840639	37	0.8605	0.0
CG2_30_FULL_Parcubacteria_OD1_44_11_curated	651172	44.07	58	693	Kaiserbacteria	None	SAMN04328272	None	33	0.7674	0.0
CG2_30_FULL_Beckwithbacteria_OP11_44_31_curated	471552	43.29	53	615	Beckwithbacteria	None	SAMN04328274	None	32	0.7442	0.0
CG2_30_FULL_Moranbacteria_OD1_45_14_curated	752568	44.59	50	772	Moranbacteria	None	SAMN04328275	None	41	0.9535	0.0
CG2_30_FULL_Parcubacteria_OD1_45_37_curated	619304	45.06	86	705	Falkowbacteria	None	SAMN04328276	None	34	0.7907	0.0233
CG2_30_FULL_Parcubacteria_OD1_48_51_curated	895012	48.36	36	954	CPR1	None	SAMN04328277	None	43	1.0	0.0
CG2_30_FULL_Saccharibacteria_TM7_41_52_curated	825475	40.53	12	817	Saccharibacteria	None	SAMN04328313	None	41	0.9535	0.0
CG2_30_FULL_CPR_47_67_curated	779190	46.82	45	886	Yonathbacteria	None	None	https://doi.org/10.5281/zenodo.3840639	42	0.9767	0.0
CG2_30_FULL_CPR_50_59_curated	487854	50.0	32	588	Kaiserbacteria	None	None	https://doi.org/10.5281/zenodo.3840639	40	0.9302	0.0
CG2_30_SUB10_Moranbacteria_OD1_41_165_curated	896114	41.03	44	939	Moranbacteria	None	SAMN04328314	None	42	0.9767	0.0
CG01_land_8_20_14_3_00_Nealsonbacteria_OD1_12_curated	440920	36.76	71	518	Nealsonbacteria	None	SAMN06659158	None	39	0.907	0.0
CG02_land_8_20_14_3_00_150_Nealsonbacteria_OD1_34_20_curated	458493	34.29	40	500	Nealsonbacteria	None	SAMN06659173	None	42	0.9767	0.0
CG02_land_8_20_14_3_00_150_Falkowbacteria_OD1_36_14_curated	1098672	35.92	147	1187	Falkowbacteria	None	SAMN06659167	None	43	1.0	0.0
CG02_land_8_20_14_3_00_150_Portnoybacteria_OD1_45_8_curated	472037	44.58	64	536	Portnoybacteria	None	SAMN06659179	None	39	0.907	0.0
CG03_land_8_20_14_0_80_cor_Nealsonbacteria_OD1_36_12_curated	299097	35.2	38	357	Nealsonbacteria	None	SAMN06659196	None	33	0.7674	0.0233
CG03_land_8_20_14_0_80_cor_Shapirobacteria_OP11_40_19_curated	715774	39.67	62	823	Shapirobacteria	None	SAMN06659204	None	39	0.907	0.0
CG03_land_8_20_14_0_80_cor_Roizmanbacteria_OP11_39_12_curated	897489	38.97	238	1157	Roizmanbacteria	None	SAMN06659201	None	34	0.7907	0.0
CG03_land_8_20_14_0_80_cor_Shapirobacteria_OP11_39_12_curated	667119	39.15	61	732	Shapirobacteria	None	SAMN06659203	None	32	0.7442	0.0233
CG03_land_8_20_14_0_80_cor_Wolfebacteria_OD1_36_15_curated	329662	36.17	62	417	Wolfebacteria	None	SAMN06659208	None	33	0.7674	0.0
CG03_land_8_20_14_0_80_cor_Jorgensenbacteria_OD1_38_39_curated	550298	38.44	37	607	Jorgensenbacteria	None	SAMN06659195	None	42	0.9767	0.0
CG03_land_8_20_14_0_80_cor_Portnoybacteria_OD1_41_10_curated	474107	40.87	62	537	Portnoybacteria	None	SAMN06659198	None	39	0.907	0.0
CG03_land_8_20_14_0_80_cor_Roizmanbacteria_OP11_35_26_curated	873834	35.39	78	1015	Roizmanbacteria	None	SAMN06659199	None	38	0.8837	0.0
CG03_land_8_20_14_0_80_cor_Wolfebacteria_OD1_40_12_curated	513078	39.36	69	561	Wolfebacteria	None	SAMN06659210	None	41	0.9535	0.0
CG06_land_8_20_14_3_00_150_Berkelbacteria_43_10_curated	677107	42.82	41	762	Berkelbacteria	None	SAMN06659215	None	39	0.907	0.0
CG06_land_8_20_14_3_00_150_Roizmanbacteria_OP11_34_14_curated	784847	33.65	72	935	Roizmanbacteria	None	SAMN06659226	None	38	0.8837	0.0
CG06_land_8_20_14_3_00_150_Shapirobacteria_OP11_40_12_curated	762889	40.07	67	925	Shapirobacteria	None	SAMN06659227	None	39	0.907	0.0
CG06_land_8_20_14_3_00_150_Moranbacteria_OD1_40_12_curated	814737	40.05	51	843	Moranbacteria	None	SAMN06659220	None	38	0.8837	0.0
CG07_land_8_20_14_0_80_Shapirobateria_OP11_39_12_curated	445593	38.84	74	549	Shapirobacteria	None	SAMN06659253	None	38	0.8837	0.0
CG07_land_8_20_14_0_80_Shapirobacteria_OP11_39_18_curated	475712	39.05	146	615	Shapirobacteria	None	SAMN06659252	None	33	0.7674	0.0
CG08_land_8_20_14_0_20_Nealsonbacteria_OD1_38_20_curated	642006	37.47	69	751	Nealsonbacteria	None	SAMN06659282	None	36	0.8372	0.0
CG08_land_8_20_14_0_20_Gribaldobacteria_OD1_39_15_curated	570572	38.95	77	618	Gribaldobacteria	None	SAMN06659269	None	35	0.814	0.0233
CG08_land_8_20_14_0_20_WWE3_40_13_curated	633810	39.78	32	702	WWE3	None	SAMN06659298	None	37	0.8605	0.0
CG08_land_8_20_14_0_20_WWE3_41_15_curated	750657	41.31	69	853	WWE3	None	SAMN06659300	None	34	0.7907	0.0
CG08_land_8_20_14_0_20_Nealsonbacteria_OD1_43_11_curated	517570	42.77	47	562	Nealsonbacteria	None	SAMN06659283	None	34	0.7907	0.0
CG08_land_8_20_14_0_20_WWE3_43_13_curated	608322	42.63	48	652	WWE3	None	SAMN06659301	None	36	0.8372	0.0
CG08_land_8_20_14_0_20_novel_Parcubacteria_43_9_curated	463445	43.19	54	526	Parcubacteria	None	SAMN06659286	None	40	0.9302	0.0
CG08_land_8_20_14_0_20_Kuenenbacteria_OD1_37_23_curated	788340	37.16	55	786	Kuenenbacteria	None	SAMN06659276	None	42	0.9767	0.0
CG08_land_8_20_14_0_20_Shapirobacteria_OP11_39_18_curated	860217	38.79	23	1018	Shapirobacteria	None	SAMN06659293	None	36	0.8372	0.0
CG08_land_8_20_14_0_20_Moranbacteria_OD1_34_16_curated	908071	33.74	132	952	Moranbacteria	None	SAMN06659280	None	41	0.9535	0.0
CG08_land_8_20_14_0_20_Kerfelbacteria_OD1_40_16_curated	1126838	39.65	62	1163	Kerfeldbacteria	None	SAMN06659273	None	41	0.9535	0.0
CG08_land_8_20_14_0_20_Kerfelbacteria_OD1_42_7_curated	874446	42.13	166	1030	Kerfeldbacteria	None	SAMN06659274	None	35	0.814	0.0233
CG08_land_8_20_14_0_20_Kerfelbacteria_OD1_43_14_curated	656086	43.12	72	712	Kerfeldbacteria	None	SAMN06659275	None	34	0.7907	0.0
CG08_land_8_20_14_0_20_WWE3_41_10_curated	776112	40.59	103	939	WWE3	None	SAMN06659299	None	39	0.907	0.0
CG09_land_8_20_14_0_10_Shapirobacteria_OP11_38_17_curated	523395	38.44	53	525	Shapirobacteria	None	SAMN06659312	None	35	0.814	0.0
CG09_land_8_20_14_0_10_Roizmanbacteria_OP11_41_9_curated	669428	41.33	81	761	Roizmanbacteria	None	SAMN06659311	None	32	0.7442	0.0
CG09_land_8_20_14_0_10_Collierbacteria_OP11_46_12_curated	614738	45.01	151	834	Collierbacteria	None	SAMN06659303	None	37	0.8605	0.0
CG09_land_8_20_14_0_10_Torokbacteria_OD1_42_11_curated	667091	41.5	208	742	Torokbacteria	None	SAMN06659317	None	37	0.8605	0.0
CG09_land_8_20_14_0_10_Nealsonbacteria_OD1_42_14_curated	349247	42.31	45	423	Nealsonbacteria	None	SAMN06659308	None	36	0.8372	0.0
CG10_big_fil_rev_8_21_14_0_10_WWE3_32_10_curated	950830	31.74	44	1040	WWE3	None	SAMN06659473	None	34	0.7907	0.0233
CG10_big_fil_rev_8_21_14_0_10_Levybacteria_OP11_36_7_curated	552265	35.52	157	735	Levybacteria	None	SAMN06659376	None	36	0.8372	0.0465
CG10_big_fil_rev_8_21_14_0_10_Doudnabacteria_OD1_42_18_curated	752264	41.44	64	785	Doudnabacteria	None	SAMN06659341	None	36	0.8372	0.0
CG10_big_fil_rev_8_21_14_0_10_Berkelbacteria_43_13_curated	838150	43.19	28	854	Berkelbacteria	None	SAMN06659327	None	42	0.9767	0.0
CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_OD1_46_32_curated	1000562	45.83	35	1032	Parcubacteria	None	SAMN06659422	None	42	0.9767	0.0
CG10_big_fil_rev_8_21_14_0_10_Peregrinibacteria_49_10_curated	1255645	49.09	100	1317	PER-ii	None	SAMN06659425	None	41	0.9535	0.0
CG10_big_fil_rev_8_21_14_0_10_Berkelbacteria_41_12_curated	673911	40.46	42	749	Berkelbacteria	None	SAMN06659326	None	34	0.7907	0.0
CG10_big_fil_rev_8_21_14_0_10_Gribaldobacteria_OD1_37_21_curated	726971	36.43	43	802	Gribaldobacteria	None	SAMN06659354	None	39	0.907	0.0
CG10_big_fil_rev_8_21_14_0_10_novel_CPR_33_18_curated	853727	33.18	55	970	CPR1	None	SAMN06659399	None	43	1.0	0.0
CG10_big_fil_rev_8_21_14_0_10_Falkowbacteria_OD1_39_9_curated	826445	38.47	63	934	Falkowbacteria	None	SAMN06659347	None	38	0.8837	0.0233
CG10_big_fil_rev_8_21_14_0_10_Gribaldobacteria_OD1_33_41_curated	408419	32.49	32	473	Gribaldobacteria	None	SAMN06659353	None	41	0.9535	0.0
CG10_big_fil_rev_8_21_14_0_10_Saccharibacteria_47_8_curated	788170	46.64	63	921	Saccharibacteria	None	SAMN06659440	None	35	0.814	0.0
CG10_big_fil_rev_8_21_14_0_10_Falkowbacteria_OD1_37_6_curated	457415	36.01	152	604	Falkowbacteria	None	SAMN06659344	None	31	0.7209	0.0
CG10_big_fil_rev_8_21_14_0_10_Falkowbacteria_OD1_43_10_curated	901427	42.58	55	909	Falkowbacteria	None	SAMN06659348	None	39	0.907	0.0
CG10_big_fil_rev_8_21_14_0_10_Falkowbacteria_OD1_43_11_curated	822009	42.4	77	899	Falkowbacteria	None	SAMN06659349	None	40	0.9302	0.0
CG10_big_fil_rev_8_21_14_0_10_Falkowbacteria_OD1_38_22_curated	549404	37.36	76	625	Falkowbacteria	None	SAMN06659345	None	34	0.7907	0.0
CG10_big_fil_rev_8_21_14_0_10_Vogelbacteria_OD1_50_13_curated	361065	50.22	31	418	Vogelbacteria	None	SAMN06659458	None	40	0.9302	0.0
CG10_big_fil_rev_8_21_14_0_10_Kaiserbacteria_OD1_51_14_curated	674250	51.4	9	776	Kaiserbacteria	None	SAMN06659367	None	36	0.8372	0.0465
CG10_big_fil_rev_8_21_14_0_10_Kaiserbacteria_OD1_56_12_curated	632001	56.18	26	731	Kaiserbacteria	None	SAMN06659368	None	41	0.9535	0.0
CG10_big_fil_rev_8_21_14_0_10_Kaiserbacteria_OD1_59_10_curated	759674	58.45	24	851	Kaiserbacteria	None	SAMN06659369	None	42	0.9767	0.0
CG10_big_fil_rev_8_21_14_0_10_Levybacteria_OP11_35_13_curated	733277	35.32	50	860	Levybacteria	None	SAMN06659374	None	38	0.8837	0.0
CG10_big_fil_rev_8_21_14_0_10_Magasanikbacteria_OD1_36_16_curated	907144	33.76	88	919	Magasanikbacteria	None	SAMN06659377	None	37	0.8605	0.0
CG10_big_fil_rev_8_21_14_0_10_Magasanikbacteria_OD1_36_32_curated	879704	35.73	6	903	Magasanikbacteria	None	SAMN06659378	None	43	1.0	0.0
CG10_big_fil_rev_8_21_14_0_10_Magasanikbacteria_OD1_38_6_curated	1017501	37.89	243	1163	Magasanikbacteria	None	SAMN06659379	None	35	0.814	0.0
CG10_big_fil_rev_8_21_14_0_10_Magasanikbacteria_OD1_40_10_curated	1047193	40.08	57	1039	Magasanikbacteria	None	SAMN06659380	None	40	0.9302	0.0233
CG10_big_fil_rev_8_21_14_0_10_Magasanikbacteria_OD1_42_10_curated	858114	41.45	48	905	Magasanikbacteria	None	SAMN06659381	None	40	0.9302	0.0
CG10_big_fil_rev_8_21_14_0_10_Magasanikbacteria_OD1_43_6_curated	904330	43.19	239	1103	Magasanikbacteria	None	SAMN06659382	None	35	0.814	0.0
CG10_big_fil_rev_8_21_14_0_10_Magasanikbacteria_OD1_47_10_curated	1044002	46.62	36	1083	Magasanikbacteria	None	SAMN06659384	None	42	0.9767	0.0
CG10_big_fil_rev_8_21_14_0_10_Beckwithbacteria_OP11_34_10_curated	1034482	33.5	31	1117	Beckwithbacteria	None	SAMN06659324	None	40	0.9302	0.0
CG10_big_fil_rev_8_21_14_0_10_Roizmanbacteria_OP11_36_26_curated	1108565	36.2	62	1226	Roizmanbacteria	None	SAMN06659435	None	39	0.907	0.0
CG10_big_fil_rev_8_21_14_0_10_Shapirobateria_OP11_38_14_curated	507257	37.95	133	685	Shapirobacteria	None	SAMN06659445	None	32	0.7442	0.0233
CG10_big_fil_rev_8_21_14_0_10_Roizmanbacteria_OP11_39_6_curated	937664	38.27	234	1173	Roizmanbacteria	None	SAMN06659437	None	31	0.7209	0.0
CG10_big_fil_rev_8_21_14_0_10_Shapirobacteria_OP11_40_9_curated	600868	39.36	71	722	Shapirobacteria	None	SAMN06659444	None	37	0.8605	0.0
CG10_big_fil_rev_8_21_14_0_10_Collierbacteria_OP11_44_9_curated	551924	43.57	68	635	Collierbacteria	None	SAMN06659336	None	31	0.7209	0.0
CG10_big_fil_rev_8_21_14_0_10_Roizmanbacteria_OP11_45_7_curated	634434	44.35	79	761	Roizmanbacteria	None	SAMN06659438	None	34	0.7907	0.0
CG10_big_fil_rev_8_21_14_0_10_Shapirobateria_OP11_48_15_curated	572848	48.19	40	636	Shapirobacteria	None	SAMN06659446	None	35	0.814	0.0
CG10_big_fil_rev_8_21_14_0_10_Pacebacteria_OP11_56_10_curated	949651	55.59	29	979	Pacebacteria	None	SAMN06659418	None	37	0.8605	0.0
CG10_big_fil_rev_8_21_14_0_10_Nomurabacteria_OD1_35_16_curated	563747	34.92	14	617	Nomurabacteria	None	SAMN06659398	None	34	0.7907	0.0233
CG10_big_fil_rev_8_21_14_0_10_Pacebacteria_OP11_42_12_curated	873187	41.51	60	990	Pacebacteria	None	SAMN06659414	None	35	0.814	0.0
CG10_big_fil_rev_8_21_14_0_10_Pacebacteria_OP11_44_11_curated	823568	43.52	64	899	Pacebacteria	None	SAMN06659415	None	39	0.907	0.0
CG10_big_fil_rev_8_21_14_0_10_Pacebacteria_OP11_44_54_curated	843855	44.04	23	927	Pacebacteria	None	SAMN06659416	None	39	0.907	0.0
CG10_big_fil_rev_8_21_14_0_10_Pacebacteria_OP11_45_6_curated	865488	44.36	192	1091	Pacebacteria	None	SAMN06659417	None	37	0.8605	0.0233
CG10_big_fil_rev_8_21_14_0_10_Zambryskibacteria_OD1_34_34_curated	439848	33.97	45	522	Zambryskibacteria	None	SAMN06659482	None	37	0.8605	0.0
CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_OD1_35_15_curated	372992	34.94	55	423	Parcubacteria	None	SAMN06659419	None	35	0.814	0.0
CG10_big_fil_rev_8_21_14_0_10_Campbellbacteria_OD1_35_52_curated	532440	35.09	53	578	Campbellbacteria	None	SAMN06659331	None	40	0.9302	0.0
CG10_big_fil_rev_8_21_14_0_10_Kuenenbacteria_OD1_36_11_curated	687365	36.05	59	711	Kuenenbacteria	None	SAMN06659372	None	41	0.9535	0.0
CG10_big_fil_rev_8_21_14_0_10_Schleperbacteria_OD1_36_14_curated	931733	35.71	65	1014	Parcubacteria	None	SAMN06659400	None	42	0.9767	0.0
CG10_big_fil_rev_8_21_14_0_10_Yanofskybacteria_OD1_36_16_curated	876715	36.09	7	907	Yanofskybacteria	None	SAMN06659478	None	41	0.9535	0.0
CG10_big_fil_rev_8_21_14_0_10_Nealsonbacteria_OD1_36_24_curated	560860	35.51	35	654	Nealsonbacteria	None	SAMN06659391	None	41	0.9535	0.0
CG10_big_fil_rev_8_21_14_0_10_Komeilibateria_OD1_36_65_curated	934478	35.81	17	989	Komeilibacteria	None	SAMN06659370	None	43	1.0	0.0233
CG10_big_fil_rev_8_21_14_0_10_Portnoybacteria_OD1_36_7_curated	713067	35.78	81	845	Portnoybacteria	None	SAMN06659430	None	37	0.8605	0.0
CG10_big_fil_rev_8_21_14_0_10_Falkowbacteria_OD1_37_14_curated	910378	37.12	26	926	Falkowbacteria	None	SAMN06659343	None	39	0.907	0.0233
CG10_big_fil_rev_8_21_14_0_10_Staskawiczbacteria_OD1_38_10_curated	410365	37.12	44	457	Staskawiczbacteria	None	SAMN06659447	None	34	0.7907	0.0
CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_OD1_38_31_curated	584783	38.29	63	640	Parcubacteria	None	SAMN06659420	None	39	0.907	0.0
CG10_big_fil_rev_8_21_14_0_10_Harrisonbacteria_OD1_38_8_curated	480584	37.76	29	585	Harrisonbacteria	None	SAMN06659355	None	34	0.7907	0.0
CG10_big_fil_rev_8_21_14_0_10_Falkowbacteria_OD1_39_11_curated	1102048	39.24	53	1224	Buchananbacteria	None	SAMN06659346	None	35	0.814	0.0233
CG10_big_fil_rev_8_21_14_0_10_Tagabacteria_OD1_40_13_curated	594564	39.9	43	712	Tagabacteria	None	SAMN06659449	None	42	0.9767	0.0
CG10_big_fil_rev_8_21_14_0_10_Harrisonbacteria_OD1_40_38_curated	759765	39.7	16	829	Harrisonbacteria	None	SAMN06659356	None	39	0.907	0.0
CG10_big_fil_rev_8_21_14_0_10_Terrybacteria_OD1_41_10_curated	492722	40.59	41	564	Terrybacteria	None	SAMN06659451	None	34	0.7907	0.0233
CG10_big_fil_rev_8_21_14_0_10_Komeilibateria_OD1_41_13_curated	634953	40.33	134	749	Komeilibacteria	None	SAMN06659371	None	38	0.8837	0.0
CG10_big_fil_rev_8_21_14_0_10_Colwellbacteria_OD1_41_28_curated	388300	40.71	22	470	Colwellbacteria	None	SAMN06659337	None	34	0.7907	0.0
